year,school,over_500,srs,pace,o_rtg,3pa_rate,ts_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,orb_percent
2017-18,Army,FALSE,-8.62,71.7,103.3,0.418,0.542,49.6,61.1,7.9,8.2,16.4,27.1
2017-18,Auburn NCAA,TRUE,15.97,73.4,111.5,0.432,0.557,51.7,53.1,10.1,15.2,14.1,32
2017-18,Austin Peay,TRUE,-3.28,70.1,104.7,0.294,0.532,52.2,49.5,9.4,8.9,16.8,35.7
2017-18,Ball State,TRUE,-1.22,71.1,104.7,0.384,0.548,51.1,52.9,7.4,8.9,16.1,27.9
2017-18,Baylor,TRUE,14.6,68.5,109.1,0.303,0.556,54.2,54.8,7.9,12.2,16.7,35.6
2017-18,Belmont,TRUE,5.54,68.5,113.3,0.542,0.61,51.5,58.7,7.1,6.5,16.3,25.2
2017-18,Bethune-Cookman,TRUE,-12.19,77.7,104.6,0.372,0.54,52.1,55.5,8.1,8.9,17.3,33.5
2017-18,Binghamton,FALSE,-10.27,67.9,101.6,0.378,0.53,49.6,47.8,8,11.6,15.8,26
2017-18,Boise State,TRUE,11.21,70.7,108.9,0.425,0.572,55.9,48.6,8,5.9,16.5,29.4
2017-18,Boston College,TRUE,9,70.1,107.7,0.395,0.554,51.6,51.9,7.1,8.8,15.5,29.6
2017-18,Boston University,FALSE,-8.33,68.7,102.6,0.355,0.548,50.1,52.5,10.8,9.8,17.6,29
2017-18,Bowling Green State,TRUE,-6.38,71.9,103.6,0.352,0.526,51.2,51.4,8.1,6.6,15,30
2017-18,Bradley,TRUE,2.07,66.3,101.7,0.343,0.528,51.8,58.2,9.8,12.9,17.3,31.9
2017-18,Brigham Young,TRUE,8.05,67.9,108.2,0.341,0.579,51,58,9.3,11,15.2,22.4
2017-18,Brown,FALSE,-7.78,72.7,104,0.361,0.534,50.7,48.6,8.7,8.1,15.7,30.3
2017-18,Bryant,FALSE,-18.75,71,98.2,0.401,0.509,44.7,54.1,8.6,3.9,15.9,26.1
2017-18,Bucknell NCAA,TRUE,4.49,72.4,110.3,0.392,0.576,50.8,52.3,7.5,10.4,15.1,27
2017-18,Buffalo NCAA,TRUE,7.99,73.9,113.4,0.406,0.572,51.4,54,8.4,10.1,14.3,31.8
2017-18,Butler NCAA,TRUE,16.92,69.6,111.1,0.374,0.57,51.3,47.9,9.3,8.2,13.9,27.4
2017-18,Cal Poly,FALSE,-11.56,66.6,98.4,0.411,0.509,47.5,51.6,7.3,10.2,15.2,25.8
2017-18,Cal State Bakersfield,FALSE,-6.58,67.4,97.9,0.367,0.509,51.4,55.5,9,9.6,17.6,32.3
2017-18,Cal State Fullerton NCAA,TRUE,-0.93,69.9,102.7,0.291,0.559,51.1,50.1,8.9,8.6,18,27.1
2017-18,Cal State Northridge,FALSE,-13.5,66.5,98.2,0.304,0.518,46,50.1,7.4,6.3,16,24
2017-18,UC Davis,TRUE,0.87,67.3,104.3,0.319,0.561,48.4,49,10.2,6.9,16.7,24.9
2017-18,UC Irvine,TRUE,-0.22,68.5,101,0.319,0.521,55,47.8,7.4,10.7,17.2,33.1
2017-18,UC Riverside,FALSE,-8.5,69.8,93.2,0.336,0.493,47.7,54.3,8.7,8.9,17.2,26.9
2017-18,UC Santa Barbara,TRUE,2.1,68.1,110.9,0.356,0.558,52.1,54.8,7,9.8,13.4,29.3
2017-18,California,FALSE,-3.4,70.6,95.6,0.275,0.486,50.5,40.8,9.7,14,17.4,34.7
2017-18,Campbell,TRUE,-5.68,68.6,109.8,0.432,0.593,48.5,54.1,9.7,11.1,15.6,21.5
2017-18,Canisius,TRUE,0.44,69.9,108.9,0.45,0.568,49.5,61.4,10,8.1,16.2,29.9
2017-18,Central Arkansas,TRUE,-5.83,74.3,106.5,0.372,0.557,47.5,57.8,8.8,12.1,15.9,27.2
2017-18,Central Connecticut State,FALSE,-11.62,66.3,100.3,0.345,0.54,52.3,50.4,7.4,9.7,19.1,31.1
2017-18,Central Florida,TRUE,4.76,64.9,96.2,0.331,0.512,50.5,49.1,8.1,9.4,18,28.5
2017-18,Central Michigan,TRUE,-1.39,69.1,112,0.474,0.561,50.7,51.6,9,9.4,14.2,31.4
2017-18,Charleston Southern,FALSE,-8.16,67.5,105,0.352,0.539,51.2,45.9,10.5,11.8,16.5,31.6
2017-18,Charlotte,FALSE,-10.13,72.2,98.2,0.345,0.533,48.7,45.2,7.8,5.7,18.1,26.3
2017-18,Chattanooga,FALSE,-11.09,67.4,101.1,0.43,0.545,49.2,53.7,7.3,5.6,18,27.2
2017-18,Chicago State,FALSE,-21.53,74,91.7,0.289,0.494,45.5,47.4,9.8,7,18,26.7
2017-18,Cincinnati NCAA,TRUE,20.25,66.1,112.3,0.353,0.543,55.6,60.4,10.8,15.8,14.1,38.5
2017-18,The Citadel,FALSE,-13.64,79.6,102.8,0.527,0.535,46.1,59.4,11.7,8.2,16.2,27.5
2017-18,Clemson NCAA,TRUE,17.16,67.5,108.5,0.399,0.566,51.7,51.5,8.3,13.3,15.3,27.1
2017-18,Cleveland State,FALSE,-10.82,69.2,98.5,0.439,0.537,44.3,53.5,9.5,7.3,17,22.2
2017-18,Coastal Carolina,FALSE,-3.94,69,103.3,0.364,0.535,54.2,53.1,7.7,11.5,18.2,34.5
2017-18,Colgate,TRUE,-4.85,67.5,107.5,0.451,0.554,49,51.4,9,10,14.4,26.2
2017-18,College of Charleston NCAA,TRUE,1.83,65.9,111.1,0.378,0.567,49.6,44.2,7.8,9.8,13.2,25.7
2017-18,Colorado State,FALSE,-3.86,71.4,100,0.352,0.514,50.7,50.4,8.2,9.5,15.9,30.7
2017-18,Colorado,TRUE,6.06,69.5,102.5,0.365,0.542,52.4,50.5,6.2,10.5,17.5,29.4
2017-18,Columbia,FALSE,-5.63,71,106.6,0.435,0.549,49,51.5,9.2,10.4,15.2,27.6
2017-18,Connecticut,FALSE,1.08,67.1,100,0.36,0.516,48.2,43.8,8.7,11.2,16,29.4
2017-18,Coppin State,FALSE,-20.96,69.1,86.3,0.476,0.472,44.8,51.4,7.6,7,18.3,22.3
2017-18,Cornell,FALSE,-8.8,70.7,104.5,0.396,0.563,48,60.3,7.1,8.7,16.6,24.2
2017-18,Creighton NCAA,TRUE,16.35,72.8,113.8,0.45,0.599,51,58.3,7.7,6.7,13.9,22.5
2017-18,Dartmouth,FALSE,-10.31,67.8,100.2,0.383,0.548,48.5,55.1,8.3,9.3,17.9,23.7
2017-18,Davidson NCAA,TRUE,11.02,65.3,115.7,0.484,0.602,50.8,61.3,7.1,6.1,13.1,22.6
2017-18,Dayton,FALSE,1.64,67,106.4,0.44,0.583,49.7,60.7,7.7,7.3,18.1,25.5
2017-18,Delaware State,FALSE,-24.57,66.9,93.6,0.332,0.502,48.2,46.9,8.7,8.2,19.4,30.4
2017-18,Delaware,FALSE,-6.93,67,105,0.311,0.533,50.2,44.9,7.4,6.4,13.9,27.2
2017-18,Denver,TRUE,-5.21,68.7,104.5,0.31,0.56,54.4,56.3,6.2,7.4,18.7,31.4
2017-18,DePaul,FALSE,6.55,71.2,100.6,0.327,0.512,51.7,56.8,9,9.2,16.5,32.9
2017-18,Detroit Mercy,FALSE,-12.47,75.4,103.9,0.401,0.541,47.5,49.5,8.8,7.1,15.8,27.8
2017-18,Drake,TRUE,-0.51,69.3,104.1,0.403,0.551,48.4,58.5,8.5,6.7,15.3,23.4
2017-18,Drexel,FALSE,-7.2,70.1,104.4,0.351,0.533,49.9,43.2,7.5,10,15.1,30.7
2017-18,Duke NCAA,TRUE,24.43,70.6,118.6,0.363,0.586,55.5,57.6,10.5,12.4,14.7,38.8
2017-18,Duquesne,TRUE,-1.08,66.5,106.4,0.398,0.529,51.2,47.7,8.5,11.7,14.9,33
2017-18,East Carolina,FALSE,-8.72,68.8,95.3,0.346,0.509,47.9,52.4,7.1,7.9,18,27.8
2017-18,East Tennessee State,TRUE,3.72,69.7,107.8,0.363,0.564,52.9,54,11.2,12.7,16.7,31.2
2017-18,Eastern Illinois,FALSE,-8.33,66.4,100,0.363,0.519,49.9,53.6,8.8,13.1,17.3,30.3
2017-18,Eastern Kentucky,FALSE,-10.57,69.8,102.6,0.359,0.54,48,52.1,8.9,9.9,16.3,27.6
2017-18,Eastern Michigan,TRUE,-0.23,67.5,105,0.347,0.547,49.7,48.2,12.7,18.6,16.3,30
2017-18,Eastern Washington,TRUE,-0.03,69.2,107.4,0.411,0.572,49.6,47,7.6,8.1,14.9,22.4
2017-18,Elon,FALSE,-6.89,68,104.5,0.504,0.55,48.2,60.2,6.2,5.8,14.9,22.6
2017-18,Evansville,TRUE,0.68,65.7,99.1,0.271,0.543,50.8,57,9,9.5,18.3,24.8
2017-18,Fairfield,TRUE,-4.98,72.1,103.3,0.444,0.544,48.3,55.3,8.7,7.6,15.4,24.4
2017-18,Fairleigh Dickinson,FALSE,-10.41,71.8,104,0.334,0.54,48.3,49.4,9.9,8.7,16.6,30.8
2017-18,Florida A&M,FALSE,-19.21,69.5,97.4,0.311,0.513,45.2,44.5,8.1,7.8,17.1,27.8
2017-18,Florida Atlantic,FALSE,-5.35,70.9,97.6,0.286,0.493,50.6,47.6,8.2,10,15.3,29.2
2017-18,Florida Gulf Coast,TRUE,1.94,73.3,111,0.33,0.583,53.8,51.2,10,7.6,16.8,31.7
2017-18,Florida International,FALSE,-4.3,69.8,98.9,0.331,0.503,47.8,46.4,10.6,9,13.6,25.4
2017-18,Florida State NCAA,TRUE,15.78,72.2,109.5,0.368,0.562,51.8,52.6,9.4,14,15.4,32
2017-18,Florida NCAA,TRUE,16.66,68.4,109.6,0.403,0.54,48.5,49.8,10.1,12.7,12.3,28.7
2017-18,Fordham,FALSE,-6.74,66.8,92.5,0.468,0.51,42.6,60.5,13.6,6.4,16.9,18.8
2017-18,Fresno State,TRUE,8.17,68.5,110.9,0.304,0.578,51.9,46.9,9.8,9.3,15.3,28.2
2017-18,Furman,TRUE,4.43,70.5,112.1,0.474,0.577,50.1,55.8,11.3,6,14.4,27.6
2017-18,Gardner-Webb,FALSE,-9.7,69.1,100.6,0.365,0.538,50.7,50.5,8.7,8.5,17.2,26.9
2017-18,George Mason,FALSE,-2.97,69.6,101.4,0.362,0.529,50.8,44.9,8.6,8,15.9,27.9
2017-18,George Washington,FALSE,-0.72,66.3,101.8,0.301,0.526,50.8,52.9,8.6,13.1,16.5,31.7
2017-18,Georgetown,TRUE,7.16,71.6,106.2,0.351,0.564,53.3,65.3,7.4,9.8,18,31.2
2017-18,Georgia Southern,TRUE,-0.54,70.5,107.2,0.394,0.529,49.5,38.9,9.7,10.4,13.6,31.1
2017-18,Georgia State NCAA,TRUE,3.22,67.9,108.8,0.413,0.562,47.7,48.6,10.7,15.1,14.5,26
2017-18,Georgia Tech,FALSE,5.25,66.5,98.4,0.277,0.509,50,54.3,10.3,14.3,16.6,30.8
2017-18,Georgia,TRUE,10.24,65.3,102.7,0.346,0.517,53.6,52.4,5.8,12.7,16.2,34.8
2017-18,Gonzaga NCAA,TRUE,18.44,69.7,118.2,0.394,0.593,56,50.1,8.9,9.6,13.9,32.9
2017-18,Grambling,TRUE,-12.97,73.8,97.8,0.254,0.509,50.7,44,10.4,9.7,17.7,32
2017-18,Grand Canyon,TRUE,3.78,70.3,104.3,0.391,0.531,51.4,63.2,8.8,10.1,16,31.5
2017-18,Green Bay,FALSE,-8.51,74.1,102.2,0.401,0.537,48.7,53.4,9.2,7.8,16.2,26.3
2017-18,Hampton,TRUE,-9.37,75,105.2,0.289,0.537,50.9,53.4,7.1,8.9,14.9,29.6
2017-18,Hartford,TRUE,-5.54,67.7,103.7,0.426,0.551,48.9,51.9,8.9,11.2,16,25.2
2017-18,Harvard,TRUE,-0.28,66.5,100.6,0.411,0.541,52,53.1,8,11.4,18.1,26.7
2017-18,Hawaii,TRUE,-2.33,68.9,100.5,0.376,0.54,50.8,59.4,8.1,5.7,17.1,26.6
2017-18,High Point,FALSE,-6.75,67.1,105.2,0.27,0.54,51.6,45.5,11,8.5,16,31.9
2017-18,Hofstra,TRUE,-0.53,70.3,112.6,0.371,0.562,51.4,47.6,7.1,7,13.2,31
2017-18,Holy Cross,FALSE,-9.92,63.7,99,0.397,0.551,45,58.1,9.7,11.4,17.6,19.3
2017-18,Houston Baptist,FALSE,-16.14,75.5,100.9,0.329,0.497,50.9,50.2,8.7,7.5,15.5,35.6
2017-18,Houston NCAA,TRUE,15.99,68.5,112,0.372,0.563,54.6,53,9.1,9,14.9,33.6
2017-18,Howard,FALSE,-17.26,71.3,102.2,0.387,0.527,46.8,48.1,7.4,7.3,16,29.5
2017-18,Idaho State,FALSE,-5.76,70.8,104,0.389,0.575,48,45.5,8,6.1,17.5,21.3
2017-18,Idaho,TRUE,0.82,68,110.1,0.388,0.577,54.8,56,6.4,7.8,16.9,31.4
2017-18,Illinois-Chicago,TRUE,-2.91,73.6,101.9,0.33,0.546,50.9,47.4,9.2,16.1,18,28.8
2017-18,Illinois State,TRUE,1.07,69.3,101,0.461,0.532,47.6,57.6,9.2,11.2,16.5,25.9
2017-18,Illinois,FALSE,8.5,70.8,105.8,0.362,0.537,49.8,51.6,10.5,6.3,15.8,34.1
2017-18,Incarnate Word,FALSE,-17.71,72.5,97.4,0.315,0.53,47.6,46.3,8.3,12.3,19.2,28.3
2017-18,Indiana State,FALSE,1.53,70.1,100.6,0.415,0.533,51.1,47.2,10.4,9.7,17.4,28.2
2017-18,Indiana,TRUE,9.89,67.5,105.2,0.341,0.538,51,54,9.4,12.1,15.7,31.8
2017-18,Iona NCAA,TRUE,0.75,71.5,109.2,0.408,0.569,47.2,56.6,9.3,7.6,14.3,24.4
2017-18,Iowa State,FALSE,6.88,69.6,103.9,0.349,0.529,49.5,51.8,6.9,11.1,14.7,29.6
2017-18,Iowa,FALSE,8.13,71,111.4,0.34,0.57,53.5,63.6,7.3,10.3,16,34.1
2017-18,Purdue-Fort Wayne,TRUE,-1.48,74.6,109.9,0.446,0.57,49.6,50.8,10.7,8.8,14.1,26.2
2017-18,IUPUI,FALSE,-9.82,68.7,98.9,0.348,0.515,50,52.7,9.9,10.2,17.7,31.7
2017-18,Jackson State,FALSE,-17.66,65.4,94,0.377,0.462,47.5,49,11.1,8.8,14.6,31
2017-18,Jacksonville State,TRUE,-0.3,67.8,105.2,0.311,0.538,54,56.8,8.9,14.9,16.3,33.1
2017-18,Jacksonville,FALSE,-13.39,72.4,98.8,0.302,0.525,49.2,46.3,9.3,8.9,17.1,27.3
2017-18,James Madison,FALSE,-5.47,69.4,103,0.36,0.52,49.8,47.8,10,9.5,14.5,29.8
2017-18,Kansas State NCAA,TRUE,12.85,66.6,106.4,0.368,0.56,47.4,54.4,11.9,9.3,15.3,25.8
2017-18,Kansas NCAA,TRUE,21.39,70.2,115.5,0.412,0.594,50.3,55.7,9.2,10.9,14.6,29.3
2017-18,Kennesaw State,FALSE,-11.17,71.4,101.4,0.247,0.531,48.3,55.4,10,7.8,16.6,29.6
2017-18,Kent State,TRUE,-3.73,70.3,103.2,0.382,0.525,50.5,45.1,8.4,9.7,15.7,31.7
2017-18,Kentucky NCAA,TRUE,17.24,69.8,109.6,0.258,0.555,53.6,49,8,13.7,15.8,35.5
2017-18,La Salle,FALSE,1.7,69,102.8,0.373,0.534,49.7,50.2,8.3,7.3,14.6,25.5
2017-18,Lafayette,FALSE,-9.77,68.9,102.9,0.414,0.566,48.5,49.7,6.1,8.8,17.4,21.1
2017-18,Lamar,TRUE,-5.19,71.1,105,0.37,0.524,51.4,51.4,11.8,6.4,15.3,32.8
2017-18,Lehigh,TRUE,-6.41,71,107,0.391,0.563,49.9,51.3,8.4,5.1,15.5,25.4
2017-18,Liberty,TRUE,-2.68,64.1,108.3,0.413,0.579,53.1,58,9,9.1,16.2,24
2017-18,Lipscomb NCAA,TRUE,-2.1,77,105,0.399,0.557,52.2,56,8.4,8,16.9,28.3
2017-18,Long Beach State,FALSE,-3.76,72.3,103.4,0.291,0.545,51.2,48.4,9.1,8.9,18,32.5
2017-18,Long Island University NCAA,TRUE,-8.6,72.9,105.4,0.397,0.555,51,47.3,7.6,7.6,17,29.7
2017-18,Longwood,FALSE,-18.31,69.7,90.7,0.392,0.511,46.2,44.9,9.5,9.1,20.2,22.9
2017-18,Louisiana,TRUE,7.58,72.7,114.1,0.391,0.575,54.7,60.9,10.3,11.1,15.6,36.1
2017-18,Louisiana-Monroe,TRUE,-6.28,67,103.4,0.43,0.538,49.3,55,9.6,4.1,15.5,27.1
2017-18,Louisiana State,TRUE,10.93,69.4,111.3,0.402,0.575,49.4,51,11,9.7,14.7,29.2
2017-18,Louisiana Tech,TRUE,1.33,69.1,107.7,0.408,0.559,49.6,56.1,8.6,10.4,15.5,27.6
2017-18,Louisville,TRUE,14.3,69.7,106.9,0.352,0.552,49.7,50.5,9.9,15,14.7,28.6
2017-18,Loyola (IL) NCAA,TRUE,10.37,65.9,108.6,0.357,0.602,51.3,59.7,9.6,6.8,17.3,22.4
2017-18,Loyola Marymount,FALSE,-4.34,67.8,105,0.317,0.531,50.4,54.7,10.2,7.1,16.3,34.3
2017-18,Loyola (MD),FALSE,-12.71,69.7,98.5,0.28,0.511,50.3,45.2,10,8.9,16.4,29.4
2017-18,Maine,FALSE,-14.64,71.6,92.4,0.398,0.5,47.8,49.4,8.9,8.3,18.8,25.6
2017-18,Manhattan,FALSE,-5.04,67.5,101,0.36,0.548,49.6,58.8,8.7,11.4,19.8,31
2017-18,Marist,FALSE,-12.48,71.5,99.5,0.469,0.56,47.8,48.5,5.8,6.4,19.6,22.6
2017-18,Marquette,TRUE,12.5,70.4,114.3,0.444,0.601,49,55.7,8.6,9.6,15.4,27.6
2017-18,Marshall NCAA,TRUE,4.21,76.3,108.7,0.453,0.583,46.7,59,9.1,12.7,15.5,22.5
2017-18,Maryland-Baltimore County NCAA,TRUE,-2.02,69.2,105.6,0.45,0.55,49.1,59.1,10.8,7.3,15.5,26.8
2017-18,Maryland-Eastern Shore,FALSE,-24.63,67.6,92.1,0.393,0.474,45.8,48.9,7,5,16.6,28.2
2017-18,Maryland,TRUE,13.78,66.6,109.4,0.364,0.584,53.6,55.7,6.5,11.6,17.9,31.6
2017-18,Massachusetts-Lowell,FALSE,-9.53,72.1,105.2,0.361,0.558,47,55,9.7,7.2,16.5,26.7
2017-18,Massachusetts,FALSE,-1.65,67.3,104.4,0.382,0.553,48.9,58.7,7,7.7,16.5,27.2
2017-18,McNeese State,FALSE,-12.06,73.5,101.6,0.334,0.528,50.6,41.9,7.3,10.6,16.8,30.1
2017-18,Memphis,TRUE,1.81,66.3,105.3,0.346,0.545,51.1,53.5,8.8,11.3,17.4,35.1
2017-18,Mercer,TRUE,-0.87,65.8,112.9,0.404,0.588,54.1,55.8,8,5.7,16.3,31.4
2017-18,Miami (FL) NCAA,TRUE,12.83,67.8,108,0.36,0.551,50.6,48.5,9.6,11,14.6,29.1
2017-18,Miami (OH),FALSE,-3.56,68.7,102.6,0.438,0.54,51.2,51.1,10.8,7,16.7,28.1
2017-18,Michigan State NCAA,TRUE,22.41,68.1,117.3,0.363,0.601,57.6,67.6,6,18.5,16.4,37
2017-18,Michigan NCAA,TRUE,19.03,65.7,111,0.433,0.564,50.3,53.6,9.6,8.1,12.4,25.4
2017-18,Middle Tennessee,TRUE,10.29,67.8,109.9,0.339,0.565,54.1,51.9,8.9,7.1,15.9,31.2
2017-18,Milwaukee,FALSE,-4.15,67.5,100.6,0.376,0.532,50.8,51.4,8.7,10.7,16.3,25.6
2017-18,Minnesota,FALSE,7,70.2,105.8,0.32,0.523,50,54.9,8,12.7,13.3,29.9
2017-18,Mississippi State,TRUE,11.71,68.4,106.6,0.373,0.55,51.4,49.1,9.5,14.8,16.4,31.8
2017-18,Mississippi Valley State,FALSE,-21.41,69.9,91.4,0.287,0.461,47.2,43.1,8.2,5.2,15.7,29.8
2017-18,Mississippi,FALSE,6.85,70.7,105.5,0.394,0.523,49.7,55.6,8.7,11.2,13.6,31.3
2017-18,Kansas City,FALSE,-10.19,72.4,96.8,0.455,0.52,44,46.8,8.7,6.7,16,21.7
2017-18,Missouri State,TRUE,3.06,66.2,105.5,0.362,0.525,54,49.9,7,11.2,14.8,33.2
2017-18,Missouri NCAA,TRUE,13.81,67.3,107.1,0.453,0.573,53.2,55.8,7.6,11.3,18.3,31.2
2017-18,Monmouth,FALSE,-2.41,71,102.9,0.334,0.562,51,50.7,8.7,7.4,18.5,26.6
2017-18,Montana State,FALSE,-8.69,72.1,104.2,0.379,0.533,50.1,49.1,7.5,5.6,14.9,29
2017-18,Montana NCAA,TRUE,6.29,69.9,108.8,0.272,0.549,53.3,45.3,10.9,9.2,15,33.3
2017-18,Morehead State,FALSE,-10.65,70.6,99.3,0.381,0.528,51.4,48.3,8,8.8,19.1,32.6
2017-18,Morgan State,FALSE,-15.11,71.4,101.1,0.254,0.508,51.3,49.4,9.9,8.1,16.3,34.9
2017-18,Mount St. Mary's,TRUE,-8.13,67.1,107.4,0.48,0.574,43.3,55.5,10.2,10.7,14.7,20.5
2017-18,Murray State NCAA,TRUE,6.87,68.1,115.3,0.399,0.591,54.1,54.1,9.9,8.7,15.3,33
2017-18,Navy,TRUE,-6.91,66.9,102.3,0.358,0.54,54.2,58.4,9.6,4.2,18.2,32.3
2017-18,Omaha,FALSE,-9.88,72.6,103.8,0.363,0.55,47.9,46.2,7.7,6.7,15.9,25.6
2017-18,Nebraska,TRUE,10.99,68.1,105.7,0.352,0.531,48.7,54.4,8.9,12.8,13.9,30.1
2017-18,Nevada-Las Vegas,TRUE,7.2,73.7,111.1,0.277,0.571,53.7,54.7,7.4,9.7,16.4,34.6
2017-18,Nevada NCAA,TRUE,14.44,70.5,115.5,0.404,0.582,49.4,57,8.7,10.9,12,26.4
2017-18,New Hampshire,FALSE,-8.38,66.6,101.9,0.43,0.51,53.9,50.8,5.4,5.6,14.9,30.9
2017-18,New Mexico State NCAA,TRUE,9.06,70.1,107.5,0.367,0.538,56,49.9,7.9,8.6,15.2,34.2
2017-18,New Mexico,TRUE,5.81,73.6,111.3,0.474,0.582,46.9,57.4,10,7.3,14.9,26.4
2017-18,New Orleans,FALSE,-9.01,68.7,100.9,0.247,0.533,51.2,59.3,10.5,9.9,18.8,33.2
2017-18,Niagara,TRUE,-4.84,74.9,110.3,0.357,0.548,50,42.1,6.9,10.1,12.9,30.8
2017-18,Nicholls State,TRUE,-3.54,76.9,107.3,0.366,0.568,50.7,50.4,12.5,10.1,17.4,30.5
2017-18,NJIT,FALSE,-7.25,71,104.7,0.362,0.541,50.6,51.6,11.5,8.4,16.1,30.6
2017-18,Norfolk State,FALSE,-12.99,72.3,100.2,0.355,0.523,51.9,52.4,8.6,11,18.1,33
2017-18,UNC Asheville,TRUE,-3.92,69.5,106.2,0.366,0.578,50.7,57.2,10.5,9.5,17.5,25.7
2017-18,North Carolina A&T,TRUE,-12.58,71.1,104.3,0.352,0.551,50.7,57.5,8.4,5.8,16.8,28.7
2017-18,North Carolina Central NCAA,TRUE,-13.18,68.8,104.3,0.311,0.538,53.4,57.4,7.4,9.4,17.4,33.9
2017-18,UNC Greensboro NCAA,TRUE,4.54,66.9,107.1,0.452,0.548,55,52.7,11.2,12.4,17.1,34.2
2017-18,NC State NCAA,TRUE,12.91,72.1,112.3,0.344,0.562,50.3,55,10.2,9.2,14.3,33.4
2017-18,UNC Wilmington,FALSE,-7.52,73.4,106.2,0.334,0.524,53.2,53,6.9,5.6,14.6,34
2017-18,North Carolina NCAA,TRUE,20.07,71.7,113.4,0.351,0.551,56.4,61,8,11.1,14,37.4
2017-18,North Dakota State,FALSE,-1.86,68.8,107.8,0.436,0.583,50.9,50.4,6.6,6.2,16.5,22.7
2017-18,North Dakota,FALSE,-7.63,73.2,101.6,0.365,0.553,45,47.6,10.6,4.7,16,20.2
2017-18,North Florida,FALSE,-11.4,75.6,106.6,0.459,0.573,46.4,52.2,6.9,7.5,17,26
2017-18,North Texas,TRUE,1.16,69.9,105.1,0.379,0.543,52.7,47,7.2,8.2,16,30.3
2017-18,Northeastern,TRUE,3.64,68,108.9,0.453,0.597,51.1,60.9,9.7,6.2,17.9,25.5
2017-18,Northern Arizona,FALSE,-14.67,70.7,92.1,0.334,0.499,48.1,45,7.9,9.5,19.1,27.1
2017-18,Northern Colorado,TRUE,3.67,73.7,108.8,0.396,0.566,51.3,41.1,7.2,8.1,14.6,25.9
2017-18,Northern Illinois,FALSE,-6.71,69.3,104.2,0.275,0.538,49.7,34.7,9.6,5.3,14.9,28.3
2017-18,Northern Iowa,TRUE,4,64.3,99.6,0.399,0.522,51.2,47.9,8,7.4,15.6,24.5
2017-18,Northern Kentucky,TRUE,4.83,70.7,109.9,0.4,0.572,52.6,58.2,10.4,8.7,15.5,29
2017-18,Northwestern State,FALSE,-21.02,72.2,89.2,0.267,0.477,48.9,40.3,8.6,11.1,20.2,32.1
2017-18,Northwestern,FALSE,9.63,65.3,104.6,0.397,0.532,50.4,58,7.4,13.2,15.3,29.5
2017-18,Notre Dame,TRUE,13.64,66.5,111.4,0.393,0.551,51.6,55,8.6,9.6,12.7,30.8
2017-18,Oakland,TRUE,-1.82,72.2,107.5,0.398,0.562,50.4,62.6,8.3,11.9,15.9,28.1
2017-18,Ohio State NCAA,TRUE,17.67,67.9,111,0.342,0.57,53.6,52.5,9,11.3,14.9,30.1
2017-18,Ohio,FALSE,-2.52,72.6,100.5,0.349,0.538,48.4,52.8,8.9,8.8,16,22.4
2017-18,Oklahoma State,TRUE,12.45,70.8,107.4,0.383,0.538,51.1,53.6,9.2,10.4,15.4,34.2
2017-18,Oklahoma NCAA,TRUE,13.81,76.5,109.8,0.405,0.569,49.8,50.2,8.4,11,15.2,28.4
2017-18,Old Dominion,TRUE,9.27,66.6,109.3,0.338,0.537,52.8,57.2,11.1,13.6,13.2,32.3
2017-18,Oral Roberts,FALSE,-6.66,68,104.8,0.319,0.517,52.2,51.5,7.8,9.3,15.4,36.2
2017-18,Oregon State,TRUE,7.31,67.4,106.8,0.328,0.555,52.1,57.2,9.7,10.3,16.8,31.8
2017-18,Oregon,TRUE,10.7,69.6,110.9,0.421,0.568,52.3,56.4,9.8,12.3,14.9,31
2017-18,Pacific,FALSE,-0.55,67,105.6,0.258,0.537,50.9,49.1,9.1,12.3,14.8,30.4
2017-18,Penn State,TRUE,15.85,67.9,109.3,0.331,0.553,51.8,51.2,10.6,13.3,15,31.7
2017-18,Pennsylvania NCAA,TRUE,2.24,70.2,105.3,0.427,0.555,51,56.9,8.2,7,14.8,23.6
2017-18,Pepperdine,FALSE,-6.5,67.8,104.4,0.296,0.534,50.8,54.6,7.1,6.5,15,29.4
2017-18,Pittsburgh,FALSE,-1.87,65.7,93.7,0.475,0.515,45.5,58.7,6.5,9.4,18.7,23.3
2017-18,Portland State,TRUE,-0.14,76.5,110.1,0.378,0.539,50.8,53,12.7,9.2,13.8,34.9
2017-18,Portland,FALSE,-6.6,68.5,100.5,0.381,0.548,46.1,49.6,7.5,11.2,15.9,19.7
2017-18,Prairie View,FALSE,-10.13,72.6,102.9,0.368,0.529,48.6,49.3,10.3,8.7,16,31.4
2017-18,Presbyterian,FALSE,-14.33,64.7,102.1,0.439,0.53,47.7,49.1,8.4,5.6,15.5,26.6
2017-18,Princeton,FALSE,-2.44,66.4,105.8,0.462,0.563,49,48.7,6.9,8.7,15.1,22.5
2017-18,Providence NCAA,TRUE,11.12,69.5,104.1,0.329,0.534,49.6,53.9,9.6,9.8,15.1,28.8
2017-18,Purdue NCAA,TRUE,23.41,68.1,117.7,0.401,0.606,51.8,57.9,8.3,12.5,14,27.8
2017-18,Quinnipiac,FALSE,-9.5,67.9,102.8,0.479,0.539,49.2,51.3,7.9,6.9,16.9,27.8
