year,school,over_500,srs,pace,o_rtg,3pa_rate,ts_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,orb_percent
2017-18,Radford NCAA,TRUE,-2.62,63.4,104.3,0.397,0.528,52.3,52,9.7,9.1,16.1,33.7
2017-18,Rhode Island NCAA,TRUE,11.81,69.2,109,0.32,0.539,50,54.5,10.5,9.5,13.1,31
2017-18,Rice,FALSE,-8.63,70.1,96.4,0.467,0.514,49.7,53.2,7.6,6,18.3,28.1
2017-18,Richmond,FALSE,-0.17,68.3,103.9,0.363,0.55,46.8,57.7,11,6.6,15.2,23.4
2017-18,Rider,TRUE,0.94,74.8,109.1,0.338,0.545,51.7,49.2,10,10.1,15,33.4
2017-18,Robert Morris,FALSE,-7.98,70.8,96.9,0.377,0.506,49.1,48.1,10.9,7.4,17.9,31.3
2017-18,Rutgers,FALSE,5.5,66.9,96.4,0.245,0.473,51.9,40.1,10.4,11.6,14.5,33.7
2017-18,Sacramento State,FALSE,-8.9,67.5,99.5,0.316,0.526,47.1,52.5,7.9,9.6,15.8,24.3
2017-18,Sacred Heart,FALSE,-11.38,69.5,98.4,0.329,0.512,55.2,50.4,6.9,6.6,18.1,33.2
2017-18,Saint Francis (PA),TRUE,-6.12,70.8,109.8,0.363,0.571,48.3,48.4,9.4,6,14.3,26.1
2017-18,Saint Joseph's,TRUE,3.78,71.2,103.2,0.388,0.521,49.3,54.1,8.8,8.5,12.3,23.5
2017-18,Saint Louis,TRUE,2.58,64.7,101.2,0.33,0.513,53,53.8,9.2,13.1,16.6,33.8
2017-18,Saint Mary's (CA),TRUE,12.86,63.6,119.8,0.351,0.615,55.1,54.9,6.9,6.8,13.7,29.2
2017-18,Saint Peter's,FALSE,-5.24,65,98,0.426,0.523,49,51.2,9.9,10.8,17.3,27.1
2017-18,Sam Houston State,TRUE,-5.14,69.1,103,0.36,0.523,52.6,58.6,8.8,5.6,16.1,32.8
2017-18,Samford,FALSE,-11.1,71.9,108,0.419,0.583,45.8,60.9,10,6.9,17,25
2017-18,San Diego State NCAA,TRUE,12.23,70.4,109.6,0.36,0.553,53.7,54.1,8.9,9.4,14.6,31.9
2017-18,San Diego,TRUE,2.86,67.2,103.6,0.447,0.567,49.7,59.2,8.1,10.7,17.5,23.4
2017-18,San Francisco,TRUE,1.13,67.3,101.6,0.437,0.522,50.8,55.3,7.9,9.6,15.3,27.9
2017-18,San Jose State,FALSE,-8.74,69.3,94.1,0.3,0.524,52.7,54.6,6.4,7.5,20.6,28.3
2017-18,Santa Clara,FALSE,-7.01,65.4,100.6,0.407,0.533,46.2,56.3,8.3,6.4,15.4,23.6
2017-18,Savannah State,FALSE,-15.36,83.6,101.7,0.555,0.514,44.5,53.6,11.1,6.4,14.3,27.8
2017-18,Seattle,TRUE,-2.32,70.3,107.1,0.427,0.561,52.4,52.6,6.9,9.6,17.3,30.6
2017-18,Seton Hall NCAA,TRUE,15.67,71.1,111,0.33,0.558,53.1,54.3,8.6,9.1,15.2,34.2
2017-18,Siena,FALSE,-10.46,67.2,97.3,0.335,0.516,51.1,47.2,6.9,8.8,18.7,31.4
2017-18,South Alabama,FALSE,-5.44,71.1,97.6,0.436,0.529,49.3,52.9,7.5,10.8,18.5,26.3
2017-18,South Carolina State,FALSE,-20.18,73.4,99.5,0.315,0.516,47.6,42.5,7.1,6.3,16.3,30.2
2017-18,South Carolina Upstate,FALSE,-17.46,71.1,105.7,0.466,0.535,46.4,51,8.5,7,14,27.3
2017-18,South Carolina,TRUE,9.45,69.7,99.9,0.373,0.507,52.4,56,7.8,9.6,16.6,33.8
2017-18,South Dakota State NCAA,TRUE,6.84,72.3,115.7,0.432,0.59,52.2,46.6,6.7,5.9,12.3,24.8
2017-18,South Dakota,TRUE,6.17,72.1,112.2,0.32,0.569,52.5,45.5,9.5,5.3,13.5,29.7
2017-18,South Florida,FALSE,-7.25,65.5,96.3,0.339,0.518,49.2,53.6,7.8,6.6,18.7,28.8
2017-18,Southeast Missouri State,FALSE,-8.12,69.1,109,0.427,0.578,48.5,53.1,8.2,4.9,16,26.4
2017-18,Southeastern Louisiana,TRUE,-6.4,69.1,103.9,0.373,0.544,49.1,57.4,9.6,7.5,17.3,30.5
2017-18,Southern California,TRUE,12.81,68.7,111.6,0.362,0.564,50.7,55.7,9.1,11.2,13.4,30
2017-18,SIU Edwardsville,FALSE,-12.43,70.4,99,0.372,0.514,48.8,50.8,6.8,7.6,16.7,29.3
2017-18,Southern Illinois,TRUE,1.37,66.9,103,0.332,0.549,48.9,55.3,11.1,10.6,16.7,25.9
2017-18,Southern Methodist,TRUE,9.08,64.4,107.8,0.404,0.546,50.3,58.2,11.5,9.9,15.4,32.7
2017-18,Southern Mississippi,FALSE,-4.26,67.8,103.8,0.383,0.538,45.9,57.3,10.2,5.8,13,21.7
2017-18,Southern Utah,FALSE,-7.64,73.1,102.5,0.374,0.544,48.5,45.4,7,8,15.5,23.8
2017-18,Southern,FALSE,-14.54,69.8,98.2,0.271,0.493,51.6,47.5,8.1,9.9,15.8,33.7
2017-18,St. Bonaventure NCAA,TRUE,8.87,69.4,109.5,0.337,0.561,50.5,53.4,10,10.8,14.3,29.2
2017-18,St. Francis (NY),FALSE,-12.24,70.8,101.3,0.415,0.521,47,45.5,10.1,7,15.2,27.5
2017-18,St. John's (NY),FALSE,10.29,71.1,100.9,0.353,0.528,45.9,48.7,11.8,15.7,14.7,23.7
2017-18,Stanford,TRUE,8.08,72.2,104.4,0.315,0.552,53.9,50.7,7.2,8.7,17.9,32.8
2017-18,Stephen F. Austin NCAA,TRUE,2.66,73.8,109.1,0.316,0.576,52.6,49.8,14,9.7,18.1,33.5
2017-18,Stetson,FALSE,-12.38,73.1,102.4,0.354,0.525,47.5,51.9,9.7,7.4,13.2,24.1
2017-18,Stony Brook,FALSE,-5.08,69.6,98.3,0.406,0.512,50.2,54.8,11.6,8.4,17.2,30.5
2017-18,Syracuse NCAA,TRUE,12.89,64.2,102.4,0.328,0.518,52.6,47.5,10.7,17.4,16.2,34.6
2017-18,Temple,TRUE,7.25,67.5,102.9,0.389,0.517,47.1,49.8,9.8,9,13.8,27.7
2017-18,Tennessee-Martin,FALSE,-10.52,68.5,99.4,0.36,0.532,49.5,48.3,10,11.3,18.3,29
2017-18,Tennessee State,TRUE,-5.34,67,97.8,0.422,0.538,49.7,48.7,10.4,10.4,19.2,26.3
2017-18,Tennessee Tech,TRUE,-5.83,72.1,101,0.362,0.534,49.3,55.8,10.5,9.2,17.2,28.2
2017-18,Tennessee NCAA,TRUE,18.2,67.1,109.3,0.357,0.549,51.4,62.1,9.4,12.8,15.2,33.3
2017-18,Texas A&M-Corpus Christi,FALSE,-12.3,69.9,96,0.275,0.523,50.7,46.7,9.6,9.3,19.7,29.7
2017-18,Texas A&M NCAA,TRUE,15.3,70.9,106.1,0.33,0.538,54.3,55.1,7.7,15.3,16.3,33.9
2017-18,UT Arlington,TRUE,2.2,74,104.6,0.398,0.552,52.2,58.8,9.1,12.4,17.5,30.6
2017-18,TCU NCAA,TRUE,16.38,70,115.1,0.352,0.59,54.5,62.8,9.1,9.4,15.4,34.1
2017-18,UTEP,FALSE,-5.31,69.5,97.2,0.384,0.525,46.6,43.5,6,8.7,16,19.6
2017-18,Texas-Rio Grande Valley,FALSE,-7.73,75.8,98.8,0.322,0.507,48.3,59.9,10,8.4,15.4,28.4
2017-18,UTSA,TRUE,-1.24,74,105.4,0.44,0.54,51.1,50.6,8.4,7.5,14.8,27.8
2017-18,Texas Southern NCAA,FALSE,-7.53,72.7,105.8,0.37,0.548,48.5,47.4,7.9,9.3,15.1,28.4
2017-18,Texas State,FALSE,-5.84,65.4,100.7,0.364,0.524,52.4,58,8.2,8.5,17.4,32.5
2017-18,Texas Tech NCAA,TRUE,19.38,68.3,108.4,0.335,0.555,52.6,54.9,10.3,12.8,15.4,32.9
2017-18,Texas NCAA,TRUE,13.96,66.9,103.9,0.381,0.527,50,44.7,8.9,12.8,14.6,29.5
2017-18,Toledo,TRUE,2.65,69.9,113,0.417,0.585,51.2,57.8,5.3,9.3,14.7,27.7
2017-18,Towson,TRUE,-0.12,68.7,109.5,0.306,0.55,53.8,42.9,9.4,12.7,15.4,35.1
2017-18,Troy,FALSE,-1.5,69.9,106.5,0.449,0.551,49.8,51.3,7.1,10,15.4,27.3
2017-18,Tulane,FALSE,1.21,69.7,104.2,0.373,0.548,49,60.4,7.2,10.5,16.5,27.5
2017-18,Tulsa,TRUE,4.96,68.1,106.6,0.41,0.549,52,51.9,6.5,6.4,16.1,32
2017-18,UCLA NCAA,TRUE,12.07,71.4,111.1,0.404,0.569,51.8,53.4,7.6,10.3,14.5,28.4
2017-18,Utah State,TRUE,2.31,68.8,106,0.457,0.565,49.7,54.8,7.2,5.6,16.7,25.6
2017-18,Utah Valley,TRUE,5.08,70.1,111.1,0.361,0.587,54.7,59.3,8.5,10.6,17.3,32.3
2017-18,Utah,TRUE,11.39,67.2,108.5,0.457,0.581,49.2,60.7,7.6,9.1,15.8,23.9
2017-18,Valparaiso,FALSE,0.63,69.8,100.8,0.358,0.547,50.9,51.1,10.5,9.3,18.5,27.7
2017-18,Vanderbilt,FALSE,8.52,66.5,108,0.461,0.557,50.4,50.6,7.2,8.7,15.4,28.8
2017-18,Vermont,TRUE,4.9,65.3,113.3,0.36,0.598,53.5,53.2,5.9,7.4,15.2,26.3
2017-18,Villanova NCAA,TRUE,26.64,70.1,122.3,0.475,0.623,52.4,53.7,9.1,10.5,13.3,29.3
2017-18,Virginia Commonwealth,TRUE,3.55,71.4,105.3,0.386,0.549,51,55.4,8.8,7.4,16.3,29
2017-18,VMI,FALSE,-15.43,70.4,92.5,0.407,0.5,47.4,51.7,10.5,8.7,18.4,25.7
2017-18,Virginia Tech NCAA,TRUE,14.35,69.9,113,0.399,0.602,48.8,58.2,8.2,6.6,15.3,23.9
2017-18,Virginia NCAA,TRUE,22.2,60.6,110.4,0.35,0.555,51.2,54,11.2,12.3,12.3,26.9
2017-18,Wagner,TRUE,-3.19,69.6,106.2,0.392,0.533,53.7,52.4,9.5,11.5,16.4,36.3
2017-18,Wake Forest,FALSE,7.76,69.9,104.9,0.353,0.54,51,53.9,8.4,10.4,16.2,30.5
2017-18,Washington State,FALSE,0.67,69.4,104.7,0.504,0.566,47.1,56.2,7.6,6.2,17.3,24.6
2017-18,Washington,TRUE,7.62,70.7,104.4,0.338,0.55,48.1,44.2,11.3,13.8,16.4,28.9
2017-18,Weber State,TRUE,0.02,70,110.7,0.39,0.606,49.3,50.8,7.3,9.6,15.5,19.1
2017-18,West Virginia NCAA,TRUE,19.89,70.5,113.2,0.384,0.543,52.5,54.2,11.5,15.9,13.3,36.8
2017-18,Western Carolina,FALSE,-11.9,71,96.3,0.373,0.505,48,55.2,11.2,8.9,18,30.5
2017-18,Western Illinois,FALSE,-11.07,69.8,101.5,0.328,0.552,50,41.1,6.9,10.5,16.1,21.1
2017-18,Western Kentucky,TRUE,11.08,69.7,112.1,0.269,0.574,51.5,47.9,10.2,9.6,14.5,29.7
2017-18,Western Michigan,TRUE,-2.22,69.4,107.7,0.352,0.536,50.8,47.9,9.4,9.8,13.3,30.5
2017-18,Wichita State NCAA,TRUE,16.58,70,117.3,0.392,0.583,57.1,63.7,6.6,11.1,14.1,35.6
2017-18,William & Mary,TRUE,-1.37,71.4,117.6,0.436,0.639,50.4,60.2,7.8,10.5,15.6,22.4
2017-18,Winthrop,TRUE,-1.63,72.4,109.8,0.439,0.587,51.3,53,9.4,12.4,17,27.2
2017-18,Wisconsin,FALSE,10.38,63.4,104.9,0.364,0.539,49.7,51.8,8.6,9.7,14.7,28.4
2017-18,Wofford,TRUE,-0.97,67.8,111.9,0.454,0.596,50.3,57.9,9.5,8.3,16,25.2
2017-18,Wright State NCAA,TRUE,0.58,69.9,101.4,0.348,0.529,51.8,52.7,9.4,6.5,16.3,28.9
2017-18,Wyoming,TRUE,4.26,74.7,103.3,0.45,0.564,47.1,59.3,8.4,9.8,16.1,19.2
2017-18,Xavier NCAA,TRUE,19.06,72.3,115.5,0.358,0.601,55.1,57.3,8,8.4,15.2,30.2
2017-18,Yale,TRUE,-4.19,70.1,105.5,0.422,0.562,49.8,61,9.3,8.2,16.5,26
2017-18,Youngstown State,FALSE,-13.66,74.2,100.7,0.337,0.505,50.8,49.3,11.1,10.4,16.2,35.7
2018-19,Abilene Christian NCAA,TRUE,-1.91,67.2,108.6,0.345,0.565,50.3,58.5,12.9,8,15.5,28.8
2018-19,Air Force,FALSE,-4.28,67.4,99.5,0.4,0.541,50.1,54.1,7,5.8,17.4,23.7
2018-19,Akron,TRUE,4.86,68.5,100.1,0.477,0.515,48.2,50.1,8.2,8.9,15,25.3
2018-19,Alabama A&M,FALSE,-19.23,67.5,88.7,0.32,0.479,47.1,52.3,10.7,4.7,19.4,27.6
2018-19,UAB,TRUE,0.36,66.6,105.2,0.346,0.536,52.7,44.3,9.3,7.5,14.8,30.4
2018-19,Alabama State,FALSE,-15.6,69.6,95.9,0.382,0.499,49,44,9.3,9.3,17.8,30.9
2018-19,Alabama,TRUE,9.45,69.8,102.8,0.369,0.533,52,48.8,6.6,11.6,16.8,31.5
2018-19,Albany (NY),FALSE,-9.38,66.7,99.2,0.451,0.533,49.7,55.2,9,7.1,18.4,27.1
2018-19,Alcorn State,FALSE,-22.08,68.8,93.2,0.375,0.504,49.9,55.1,10.7,9.8,19.9,30.1
2018-19,American,TRUE,-4.19,67.7,104.6,0.355,0.561,50.4,51.5,10.7,11,16.7,26.1
2018-19,Appalachian State,FALSE,-3.73,73.7,107.6,0.42,0.562,48.6,46.1,7.2,6.9,15.5,26.5
2018-19,Arizona State NCAA,TRUE,10.28,72.5,105.4,0.355,0.543,52.6,51.1,8.5,9.6,16.1,31.3
2018-19,Arizona,TRUE,8.32,68.6,102.6,0.376,0.526,50.5,50.1,7.5,6.6,14.7,28.4
2018-19,Little Rock,FALSE,-4.87,72.7,101.2,0.345,0.569,49.8,54.2,7.4,8.6,19.9,24.1
2018-19,Arkansas-Pine Bluff,FALSE,-14.43,67.3,96.3,0.341,0.522,49.4,50.8,9.9,9.5,19.1,29.1
2018-19,Arkansas State,FALSE,-7.1,70.2,102.6,0.372,0.525,51.5,45.6,8,11.8,16.6,33.2
2018-19,Arkansas,TRUE,11.75,71.7,104.2,0.375,0.54,47,60.8,11.2,15.4,16,28.3
2018-19,Army,FALSE,-7.57,71.7,98.9,0.441,0.52,48.9,59.6,8.6,4.6,14.7,21.8
2018-19,Auburn NCAA,TRUE,20.84,69.2,114.1,0.494,0.569,49.2,52.1,13.2,15.6,14.3,31.6
2018-19,Austin Peay,TRUE,0.59,71.8,113.1,0.341,0.566,51.7,46.7,10.5,9.2,14.1,33.1
2018-19,Ball State,FALSE,3.39,71.7,103.1,0.328,0.556,51.5,47.9,9,8.8,17.7,27.7
2018-19,Baylor NCAA,TRUE,13.38,66.5,107.6,0.408,0.538,54.1,54.4,9.2,13.8,16.4,37.6
2018-19,Belmont NCAA,TRUE,9.12,74.2,116.2,0.44,0.603,52.2,61.9,8.9,9.1,13.7,25.1
2018-19,Bethune-Cookman,FALSE,-11.98,74.3,98.6,0.334,0.514,52.1,53.3,10.1,8.8,18.4,34.2
2018-19,Binghamton,FALSE,-13.92,67.3,96.9,0.428,0.523,45.6,40.9,8.2,12.6,16.6,21.4
2018-19,Boise State,FALSE,3.61,66.5,106.9,0.397,0.569,49.8,47.1,9,6.4,15.4,23.7
2018-19,Boston College,FALSE,5.83,68.4,101.9,0.38,0.521,48.7,49.7,7.4,9.1,15.2,28.6
2018-19,Boston University,FALSE,-6.61,68.1,105.8,0.332,0.556,51.5,48.5,8.8,6.6,16.5,28.7
2018-19,Bowling Green State,TRUE,4.24,72.8,106.9,0.357,0.535,53.5,45.2,9.1,7.7,14.2,31.1
2018-19,Bradley NCAA,TRUE,-0.08,66.2,100.2,0.348,0.531,50.7,52.1,8,11.6,16.7,26.9
2018-19,Brigham Young,TRUE,6.15,71.9,108.5,0.364,0.566,49,54.9,8.7,8.8,13.7,23.6
2018-19,Brown,TRUE,-0.62,72.6,100.6,0.41,0.549,50,51.9,10.3,11,17.6,23.5
2018-19,Bryant,FALSE,-15.19,69.2,100.6,0.421,0.529,47.3,45,7.6,7.5,16.3,26.7
2018-19,Bucknell,TRUE,0.59,71.4,107.2,0.459,0.566,49.8,59.9,7.3,8.9,15.5,25.5
2018-19,Buffalo NCAA,TRUE,15.56,74.5,112.8,0.436,0.561,52.4,55.3,9.8,10.1,13.8,31.8
2018-19,Butler,FALSE,9.22,67.1,106.5,0.428,0.548,48.3,50.4,8.7,5.7,14.2,25.5
2018-19,Cal Poly,FALSE,-13.95,66.8,97.5,0.401,0.5,46.8,42.6,7.4,8.9,14.8,26.1
2018-19,Cal State Bakersfield,TRUE,-5.12,67.6,103.7,0.326,0.505,53.3,42.7,9.4,10.4,15.5,37.4
2018-19,Cal State Fullerton,FALSE,-3.29,70.3,100.1,0.308,0.54,50.3,46.9,8.2,8.7,16.6,23.9
2018-19,Cal State Northridge,FALSE,-6.54,72.1,105,0.308,0.536,47.9,52.9,9.1,11.3,14.5,27.7
2018-19,California Baptist,TRUE,-3.89,70.1,108.9,0.43,0.563,52.1,41.5,6.7,7,15.1,28.2
2018-19,UC Davis,FALSE,-6.26,67,96.5,0.37,0.531,46.5,51,9.3,7,17.7,21.5
2018-19,UC Irvine NCAA,TRUE,5.7,66.2,107.8,0.325,0.543,54.8,48.5,8.5,10.9,15.2,34
2018-19,UC Riverside,FALSE,-11.12,64.3,101.1,0.416,0.541,50.5,53.7,7.7,5.4,17.6,26.9
2018-19,UC Santa Barbara,TRUE,-1.62,66,110.4,0.327,0.547,54.8,52.2,7.5,9.2,14.2,34.8
2018-19,California,FALSE,-3.16,68.5,99.5,0.341,0.525,44.6,45.7,10.7,10,14.8,23.3
2018-19,Campbell,TRUE,-3.62,68,110.7,0.478,0.571,47.8,55.6,9.7,9.9,13.4,23.7
2018-19,Canisius,FALSE,-8.79,68.5,101.4,0.431,0.534,47.3,58.4,9.2,9.7,16.4,27.1
2018-19,Central Arkansas,FALSE,-11.37,72,99.5,0.412,0.537,48.2,57.2,8.4,10.1,17.7,25.1
2018-19,Central Connecticut State,FALSE,-14.02,70.4,99.4,0.336,0.52,50.1,46.8,7.8,10.9,16.8,29.9
2018-19,Central Florida NCAA,TRUE,13.37,67.3,107,0.356,0.557,51.5,53.6,8.5,12.6,15.5,29
2018-19,Central Michigan,TRUE,2.79,73.6,110.5,0.378,0.555,49.6,47.1,10.2,7.4,14,31.4
2018-19,Charleston Southern,TRUE,-2.43,71.9,104.5,0.438,0.528,51,52.6,10.7,9.9,15.3,30.9
2018-19,Charlotte,FALSE,-8.34,65.8,93,0.426,0.525,48.3,48.2,7.2,11.1,19.8,21.9
2018-19,Chattanooga,FALSE,-7.87,69.5,101.6,0.423,0.54,48.6,50.2,6.2,6.4,16.3,24.4
2018-19,Chicago State,FALSE,-24.83,72,85.5,0.269,0.486,44.4,52.4,8.4,6.4,20.2,22.3
2018-19,Cincinnati NCAA,TRUE,14.53,65,109.5,0.333,0.528,53.7,53.4,9.3,14.5,13.3,36.9
2018-19,The Citadel,FALSE,-7.94,76.7,110,0.535,0.565,47.7,51.4,8.7,10.6,14.6,27
2018-19,Clemson,TRUE,13.85,67.3,102.2,0.356,0.543,52.5,49.2,9.7,13.7,17.3,27.9
2018-19,Cleveland State,FALSE,-7.96,71.4,103.1,0.447,0.545,47.5,57.6,7.8,8.3,16.3,26.7
2018-19,Coastal Carolina,TRUE,-0.5,71.2,108.3,0.386,0.561,52.8,50.2,8.8,7.4,16.7,32.1
2018-19,Colgate NCAA,TRUE,1.23,67.8,110.3,0.409,0.585,52.7,56.6,8.9,10,16.8,29.1
2018-19,College of Charleston,TRUE,2.36,66.3,111.3,0.367,0.581,50.4,44.1,9.8,7.3,14.1,25.4
2018-19,Colorado State,FALSE,-0.11,68.9,108.1,0.397,0.572,49.8,54.5,9,6.8,15.1,24.5
2018-19,Colorado,TRUE,9.68,69.4,105.6,0.349,0.553,54.6,51.7,7.2,8.3,16.7,30.7
2018-19,Columbia,FALSE,-5.18,69.4,102.3,0.381,0.542,49.7,56.9,10.8,8.3,16.2,25.6
2018-19,Connecticut,FALSE,6.81,69.7,105.5,0.374,0.538,50.7,48.3,8.7,11.9,15.9,32.3
2018-19,Coppin State,FALSE,-18.9,71.9,88.5,0.46,0.492,48.8,45.9,7.1,9.5,20.5,25.5
2018-19,Cornell,FALSE,-6.12,69.6,98,0.429,0.546,46.7,60.1,8.3,8.6,17.4,18.3
2018-19,Creighton,TRUE,12,70.2,109.4,0.47,0.588,50.2,57.2,9.5,7.4,16.7,24.9
2018-19,Dartmouth,FALSE,-5.75,68.3,104.5,0.412,0.552,50.4,53.9,7.6,8.7,15.6,24.3
2018-19,Davidson,TRUE,6.38,66.1,106.8,0.466,0.562,50.9,58.6,7.8,7.7,15,23.8
2018-19,Dayton,TRUE,9.67,66.2,108.9,0.345,0.583,52,60,7.4,7,16.7,26.4
2018-19,Delaware State,FALSE,-26.82,72.6,86.9,0.402,0.446,46.7,47.9,9.5,6,16.5,28.1
2018-19,Delaware,TRUE,-7.91,64.7,106.9,0.413,0.567,48.8,51.2,6.8,6.5,15.4,23.7
2018-19,Denver,FALSE,-11.84,69.1,100.3,0.361,0.537,51.5,46.9,6.8,7.9,17.4,26.7
2018-19,DePaul,TRUE,6,71.7,108.6,0.328,0.562,53.7,50.8,8.7,9.7,16.3,31.8
2018-19,Detroit Mercy,FALSE,-6.33,70.4,104.4,0.44,0.53,45.7,40.7,10.9,7,14.2,28.8
2018-19,Drake,TRUE,2.52,69.6,106.3,0.398,0.573,51.1,57,7.5,10,16.7,24.9
2018-19,Drexel,FALSE,-7.02,70,108.3,0.352,0.557,51.9,53.1,6.4,4.9,14.8,29
2018-19,Duke NCAA,TRUE,26.9,73.2,112.6,0.373,0.561,53.8,52.4,12.4,16.4,14.8,35.3
2018-19,Duquesne,TRUE,0.53,70.5,103.1,0.444,0.532,48.2,54.6,11,12.1,17,31.7
2018-19,East Carolina,FALSE,-5.49,69.9,95.2,0.304,0.499,47.9,51,10.2,10,16.6,27.9
2018-19,East Tennessee State,TRUE,5.21,70.2,112.2,0.367,0.572,57.3,53.2,10.4,11.8,16.9,37.7
2018-19,Eastern Illinois,FALSE,-11.81,69,101.7,0.384,0.53,49.2,52.5,8.8,10.7,16.4,29.3
2018-19,Eastern Kentucky,FALSE,-7.4,79.9,101.3,0.392,0.523,47.5,50.8,12.5,8,15.4,27.7
2018-19,Eastern Michigan,FALSE,0.4,66.5,102.3,0.348,0.522,51,45.1,11,13.6,17.3,35.6
2018-19,Eastern Washington,FALSE,-6.77,69.5,102.6,0.434,0.535,49.9,53.3,8.3,8.6,14.8,24.4
2018-19,Elon,FALSE,-11.53,69,101.8,0.506,0.547,48,57.6,6.1,5.3,16.6,23.6
2018-19,Evansville,FALSE,-3.84,70.8,97.5,0.437,0.535,47.3,52.7,8.1,7.1,16.6,18.9
2018-19,Fairfield,FALSE,-10.2,68.1,98.1,0.422,0.53,47.6,52.7,9.6,6,18.2,25.8
2018-19,Fairleigh Dickinson NCAA,TRUE,-6.09,68.7,107.5,0.347,0.576,49.3,52.8,10.7,10.5,17.3,28.8
2018-19,Florida A&M,FALSE,-13.57,67.1,92.3,0.298,0.513,47.9,49.4,10.8,10.7,21,27.9
2018-19,Florida Atlantic,TRUE,-1.42,70.3,99,0.454,0.52,52.4,51.8,7.8,8.2,17.8,29.8
2018-19,Florida Gulf Coast,FALSE,-5.11,71.1,100.2,0.405,0.552,48.3,55.5,9.6,11.6,18.8,25.6
2018-19,Florida International,TRUE,-4.55,80.8,101.9,0.412,0.529,45.4,49.8,13.1,11.2,15.3,26
2018-19,Florida State NCAA,TRUE,17.99,69.5,106.3,0.377,0.545,53.2,49.5,10.2,12.7,16.2,32.3
2018-19,Florida NCAA,TRUE,15.42,64.7,103.7,0.433,0.53,49.2,51,10.9,11,15.4,30.6
2018-19,Fordham,FALSE,-5.02,66.4,98,0.44,0.5,47.5,47.4,8.7,9.9,14.1,25.3
2018-19,Fresno State,TRUE,8.99,69.6,109.5,0.481,0.573,51,54,10.2,10.5,15.8,27.1
2018-19,Furman,TRUE,7.46,68.3,112,0.477,0.581,50.8,56.3,12.6,11.4,15.6,29.5
2018-19,Gardner-Webb NCAA,TRUE,-2.61,68.5,110.9,0.366,0.587,49.2,52.6,9.7,8.8,15,24.5
2018-19,George Mason,TRUE,0.84,68.1,102.2,0.343,0.537,51.3,48.4,9,8.4,16.6,28.9
2018-19,George Washington,FALSE,-6.65,67.5,92.8,0.343,0.493,47.4,50.3,7.5,8.3,16.3,23.3
2018-19,Georgetown,TRUE,6.8,73.2,105.8,0.375,0.551,52,60.6,8,10.5,15.7,28.8
2018-19,Georgia Southern,TRUE,3.75,75.2,109,0.312,0.575,50.8,39.8,10.2,10.6,16,28.4
2018-19,Georgia State NCAA,TRUE,2.44,71.3,107.1,0.436,0.565,45.4,46,11.1,14,14.5,23.1
2018-19,Georgia Tech,FALSE,6.93,68.1,95.5,0.334,0.525,48.2,57.4,10.1,14.4,18.7,25.2
2018-19,Georgia,FALSE,5.31,70.4,100.9,0.371,0.54,52.1,54.5,8.2,12.7,19.4,32.7
2018-19,Gonzaga NCAA,TRUE,27.79,71.7,122.2,0.353,0.62,54.7,56.8,10.5,13.9,13.1,30.4
2018-19,Grambling,TRUE,-9.73,71.5,99.1,0.3,0.547,50.8,50.4,7.9,11.5,19.5,26.3
2018-19,Grand Canyon,TRUE,3.85,69.6,107.3,0.387,0.551,51.8,52.7,8.7,6,15,29.1
2018-19,Green Bay,TRUE,-2.24,76.4,105.4,0.364,0.551,48.2,52.3,9.9,10.5,15.1,25.9
2018-19,Hampton,TRUE,-3.34,73.3,108.7,0.377,0.545,50.7,50.4,8.2,9.2,12.7,27.1
2018-19,Hartford,TRUE,-3.95,68,108.4,0.454,0.574,47.5,54.5,10,6,15.7,25.4
2018-19,Harvard,TRUE,1.86,68.5,102.6,0.422,0.565,53.3,46.9,8,11.3,20,28.5
2018-19,Hawaii,TRUE,-1.3,67.6,106.1,0.43,0.555,51.1,60.7,7.4,5.8,15.4,26.8
2018-19,High Point,TRUE,-5.63,65.5,103,0.339,0.527,55,52.9,8.3,9.8,16.8,34.2
2018-19,Hofstra,TRUE,4.68,68.3,118.8,0.389,0.603,50.3,49.3,9.3,9.2,12.4,27.7
2018-19,Holy Cross,FALSE,-6.43,65,102.1,0.365,0.544,43.5,60.5,11.1,12.4,14.7,20.5
2018-19,Houston Baptist,FALSE,-9.36,75,107.3,0.31,0.542,52.2,51.9,10.2,4.5,16.3,35
2018-19,Houston NCAA,TRUE,18.91,67.3,111.8,0.426,0.55,54.9,55.8,9.6,13.4,13.9,33.8
2018-19,Howard,TRUE,-12.3,74.8,104.8,0.309,0.53,48.1,49.4,7.7,11.1,14.4,29.7
2018-19,Idaho State,FALSE,-13.17,68.9,106.3,0.432,0.555,48.6,49.2,7.4,7.9,15.4,26.8
2018-19,Idaho,FALSE,-18.74,67.9,99.6,0.384,0.542,47.7,51.3,6,4.8,17.8,24.2
2018-19,Illinois-Chicago,TRUE,-3.15,71.5,103.2,0.455,0.561,48.4,55.3,9.1,10.6,17.6,24.8
2018-19,Illinois State,TRUE,-2.06,67.9,100,0.389,0.526,49.5,51.8,7.2,9.7,16.3,25.5
2018-19,Illinois,FALSE,8.95,71,101.2,0.375,0.525,47.6,51.7,10.3,7.3,16,29
2018-19,Incarnate Word,FALSE,-18.93,66.6,97.8,0.333,0.571,46.7,49.8,8.8,5.2,22,23.6
